Row Number,Number of Rooms,Size (m²),Floor,Price,District,Address,Date,Latitude,Longitude,Link
8980,3.0,59.0,5,27 000 000 〒,Сарыарка р-н," Талшын 14 — Сарыарка-Омарова, Женис-Абая, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005857698
8981,3.0,75.0,8,28 990 000 〒,Алматы р-н," Мустафина 21/5-7 — Мусрепова - Наличка, ТОРГ, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006701467
8982,3.0,98.0,8,53 500 000 〒,Сарайшык р-н," Байтурсынова 29Б 29Б, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005922980
8983,3.0,89.0,2,88 000 000 〒,Есильский р-н," Кунаева 5 — Кунаева, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007026032
8984,2.0,44.0,1,19 000 000 〒,Алматы р-н," Абылайхана 28, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006820079
8985,3.0,83.0,12,48 000 000 〒,Есильский р-н," Сауран 3/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006934176
8986,3.0,64.8,19,53 000 000 〒,Есильский р-н," Кайыма Мухамедханова 6а, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007023289
8987,3.0,85.0,6,43 500 000 〒,Есильский р-н," Е 652 18, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006806402
8988,2.0,74.6,7,32 000 000 〒,р-н Байконур," Янушкевича 1 — Ену, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007009257
8989,2.0,58.7,14,41 000 000 〒,Нура р-н," Туран 55/14 — Төле би 28/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004379000
8990,3.0,85.44,9,42 720 000 〒,Нура р-н," Улица Е-429, 26 — Пересечение Айтматова и Сыганак, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006021285
8991,3.0,60.6,4,30 000 000 〒,р-н Байконур," Ш. Валиханова 19 — Абая, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006831963
8992,1.0,53.0,6,25 000 000 〒,Алматы р-н," Мукан Тулебаев 5, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001590676
8993,2.0,57.0,4,26 500 000 〒,Алматы р-н," Тынышбайулы 2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006872164
8994,2.0,51.0,15,25 400 000 〒,Сарайшык р-н," Кошкарбаева 56, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007013288
8995,3.0,78.7,2,39 000 000 〒,Нура р-н," Казыбек би 41/1 — Улы дала, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002927950
8996,2.0,68.0,11,78 000 000 〒,Есильский р-н," Толе би 48/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006952345
8997,1.0,38.0,5,27 500 000 〒,Есильский р-н," Мәңгілік Ел 51 — Улы Дала, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006911172
8998,2.0,90.7,5,45 500 000 〒,р-н Байконур," переулок Ташенова 9 — Бараева Иманбаевой республика, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006947733
8999,2.0,62.8,5,51 000 000 〒,Есильский р-н," Керей-Жанибек хандар 50/3 — Пересечение Аль-Фараби и Керей Жанибек хандар, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007016839
9000,2.0,45.4,10,41 300 000 〒,Есильский р-н," Мангилик Ел 62 — Возле Экспо, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007018831
9001,3.0,66.4,5,57 900 000 〒,Есильский р-н," Бухар-Жырау 27, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007019164
9002,1.0,44.1,4,26 500 000 〒,Сарыарка р-н," Абая — Кумисбекова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002586179
9003,3.0,89.0,3,79 000 000 〒,Есильский р-н," Улы дала 5/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004676618
9004,3.0,72.0,11,27 900 000 〒,Сарыарка р-н," Богенбай батыра 28, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005725490
9005,3.0,72.0,1,49 500 000 〒,Нура р-н," Туран 34а, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005856605
9006,1.0,43.0,8,23 500 000 〒,Сарыарка р-н," Бейбарыс Султан 11, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006634134
9007,1.0,42.4,2,24 500 000 〒,Алматы р-н," Абылайхан — Абылайхан-пушкина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006495021
9008,1.0,35.0,1,16 200 000 〒,Сарыарка р-н," Тлендиева 15/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006705661
9009,1.0,45.2,3,23 000 000 〒,Алматы р-н," Сатпаева 23, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006801670
9010,1.0,53.0,6,25 000 000 〒,Алматы р-н," Мукан Тулебаев 5, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001590676
9011,2.0,62.8,5,51 000 000 〒,Есильский р-н," Керей-Жанибек хандар 50/3 — Пересечение Аль-Фараби и Керей Жанибек хандар, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007016839
9012,2.0,67.0,10,28 700 000 〒,Алматы р-н," Айнакол 62/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006751095
9013,2.0,41.9,12,24 500 000 〒,Сарыарка р-н," С 902 8, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007023639
9014,1.0,34.0,6,24 200 000 〒,Сарыарка р-н," Айтматова 77/9 — мешіт  Ырыскелді қажы, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006989384
9015,2.0,85.0,1,100 000 000 〒,Есильский р-н," Шамши Калдаякова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/690888017
9016,3.0,110.0,8,130 000 000 〒,Е 899; 1/1,"Е 899; 1/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006826646
9017,1.0,30.0,11,14 500 000 〒,Сарыарка р-н," Тлендиева 48, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003942998
9018,3.0,100.0,4,97 000 000 〒,Есильский р-н," Bokeyhana — Онгарсыновой, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007005530
9019,3.0,85.0,6,43 500 000 〒,Есильский р-н," Е 652 18, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006806402
9020,2.0,44.0,1,19 000 000 〒,Алматы р-н," Абылайхана 28, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006820079
9021,3.0,83.0,12,48 000 000 〒,Есильский р-н," Сауран 3/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006934176
9022,3.0,89.0,2,88 000 000 〒,Есильский р-н," Кунаева 5 — Кунаева, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007026032
9023,1.0,35.5,5,18 000 000 〒,Сарыарка р-н," Қосшығұлұлы 22/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002432033
9024,1.0,32.0,7,27 000 000 〒,Сарайшык р-н," Тауелсиздик, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007012392
9025,1.0,30.0,14,16 000 000 〒,Сарайшык р-н," Ахмет Байтурсынулы 16/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006466778
9026,2.0,40.1,5,31 500 000 〒,Нура р-н," Илияс Омаров 12в, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006858054
9027,3.0,73.0,3,48 000 000 〒,Есильский р-н," мкр Комсомольский, Бухар жырау 36 — Бухар жырау 36, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004053791
9028,2.0,59.0,8,35 490 000 〒,Сарайшык р-н," Нажмеденова 29/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004582106
9029,3.0,120.0,3,92 000 000 〒,Нура р-н," Кабанбай батыра 7, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006820971
9030,1.0,42.5,5,37 500 000 〒,Есильский р-н," Онгарсынова 8/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/691968963
9031,2.0,41.0,,26 000 000 〒,Нура р-н," Анет Баба 4 — Хан Шатыр, Green Mall, Самрук-Казына, Казатомпром, Казахмыс, офис Bi group, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006394249
9032,2.0,61.0,7,35 300 000 〒,Нура р-н," Жубан Молдагалиева 10, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006871293
9033,3.0,81.6,2,29 500 000 〒,Алматы р-н," Мусрепова — 7 поликлиники, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005731617
9034,1.0,40.21,4,24 000 000 〒,Нура р-н," Е-15 16, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006963523
9035,1.0,32.0,8,18 000 000 〒,Алматы р-н," Богенбай батыра 54 — Республика -богенбай, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003197509
9036,3.0,58.2,2,39 500 000 〒,Нура р-н," Култегин 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006461838
9037,4.0,135.0,3,79 500 000 〒,Сарайшык р-н," Анет-баба, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004391353
9038,3.0,139.0,17,62 000 000 〒,Есильский р-н," Кабанбай батыра 11, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004718068
9039,2.0,57.0,4,26 500 000 〒,Алматы р-н," Кошкарбаева 50, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004046519
9040,3.0,102.5,5,45 000 000 〒,Алматы р-н," Куйши Дина 23/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007024313
9041,3.0,78.0,4,39 999 999 〒,Есильский р-н," Е 652 10 — Мәңгілік ел, Қабанбай батыра, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/761888723
9042,2.0,56.3,2,33 000 000 〒,Алматы р-н," Б. Момышулы 8/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006826265
9043,2.0,47.0,6,36 000 000 〒,Нура р-н," Е-34 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006758019
9044,3.0,75.0,17,74 000 000 〒,Есильский р-н," Туран 52/2, 52/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005427519
9045,2.0,52.0,4,26 500 000 〒,Коргалжынское шоссе 20б,"Коргалжынское шоссе 20б, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006822449
9046,1.0,42.0,14,16 500 000 〒,Сарыарка р-н," Карталинская 18/1 — Карталинская улица, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004366895
9047,1.0,32.3,4,15 000 000 〒,Алматы р-н," Манаса 3/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005393194
9048,1.0,43.0,2,25 000 000 〒,Сарайшык р-н," Ахмет Байтурсынулы 39, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007021540
9049,3.0,71.3,4,33 000 000 〒,Есильский р-н," Е652 2 — Мангилик Кабанбай, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006842306
9050,3.0,60.0,2,25 500 000 〒,Алматы р-н," Жумекен Нажимеденов 17, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/761137995
9051,2.0,66.0,10,32 500 000 〒,Нура р-н," Е-36 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006930910
9052,3.0,135.0,10,62 000 000 〒,Есильский р-н," Алихан Бокейхан 2 — Сыганак, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/680404483
9053,1.0,45.5,7,25 500 000 〒,Сарыарка р-н," Степана Кубрина 23/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/760664145
9054,2.0,65.6,17,49 000 000 〒,Есильский р-н," Туран 50/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/697509695
9055,2.0,52.0,7,25 000 000 〒,Алматы р-н," Мустафина 21, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004456052
9056,2.0,57.2,15,38 700 000 〒,Нура р-н," Санжара Асфендиярова 3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006027330
9057,1.0,43.2,14,30 900 000 〒,Есильский р-н," Туркестан 14а — Пересечение улиц Туркестан и Орынбор, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004686145
9058,2.0,65.0,3,56 000 000 〒,Есильский р-н," Мангилик Ел 36 стр, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001185393
9059,4.0,176.7,8,150 000 000 〒,Есильский р-н," Мангилик Ел 36 стр, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003942548
9060,2.0,67.8,4,45 000 000 〒,Сарайшык р-н," Ахмет Байтурсынулы 1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006967463
9061,2.0,52.0,7,25 000 000 〒,Алматы р-н," Мустафина 21, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004456052
9062,3.0,71.3,4,33 000 000 〒,Есильский р-н," Е652 2 — Мангилик Кабанбай, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006842306
